siteID,spp,year,bandNumber,colorL,colorR
MADJDAVPA1,GRCA,2015.0,1781-50467,W,PX
MADJDAVPA1,HOWR,2014.0,2730-26358,K,XG
MADJDAVPA1,HOWR,2014.0,2730-26359,G,XO
MADJDAVPA1,HOWR,2014.0,2730-26359,GX,O
MADJDAVPA1,HOWR,2014.0,2730-26362,R,XY
MADJDAVPA1,HOWR,2014.0,2430-14707,R,XB
MADJDAVPA1,HOWR,2014.0,2430-14708,BW,X
MADJDAVPA1,HOWR,2015.0,2430-14740,GX,O
MADJDAVPA1,HOWR,2015.0,2430-14741,WO,X
MADJDAVPA1,HOWR,2015.0,2430-14741,W,OX
MADJDAVPA1,HOWR,2015.0,2430-14744,RB,X
MADJDAVPA1,HOWR,2016.0,2750-45316,P,XY
MADJDAVPA1,NOCA,2014.0,2331-40279,BW,X
MADJDAVPA1,NOCA,2015.0,1781-50465,RX,P
MADJDAVPA1,NOCA,2015.0,1781-50466,B,PX
MADJDAVPA1,SOSP,2014.0,266-18096,OK,X
MADJDAVPA1,SOSP,2015.0,2711-77427,BG,X
MADJDAVPA1,SOSP,2016.0,2741-54817,XM,P
MADJDAVPA1,SOSP,2016.0,2741-54818,XM,M
MADJDAVPA1,UNCH,2015.0,2430-14743,RW,X
MAFFANGPA1,AMRO,2013.0,1352-46422,W,MX
MAFFANGPA1,BCCH,2013.0,2710-54153,YM,X
MAFFANGPA1,BHCO,2013.0,2641-64025,X,-
MAFFANGPA1,BHCO,2013.0,2641-64026,X,-
MAFFANGPA1,BLJA,2013.0,1352-46420,X,-
MAFFANGPA1,BLJA,2013.0,1352-46421,X,-
MAFFANGPA1,BLJA,2013.0,1352-46423,X,-
MAFFANGPA1,CACH,2014.0,2730-26383,W,XR
MAFFANGPA1,CACH,2014.0,2730-26384,X,BB
MAFFANGPA1,CACH,2014.0,2730-26385,XG,O
MAFFANGPA1,CACH,2015.0,2710-54070,XK,K
MAFFANGPA1,CARW,2013.0,2661-33096,KX,K
MAFFANGPA1,CARW,2014.0,266-18079,RX,Y
MAFFANGPA1,CARW,2014.0,266-18080,W,XM
MAFFANGPA1,SOSP,2013.0,2661-33092,WK,X
MAFFANGPA1,SOSP,2013.0,2661-33093,YM,X
MAFFANGPA1,SOSP,2013.0,2661-33094,OX,O
MAFFANGPA1,SOSP,2014.0,266-18076,K,BX
MAFFANGPA1,SOSP,2014.0,266-18077,G,RX
MAFFANGPA1,SOSP,2014.0,266-18078,RX,O
MAFFANGPA1,SOSP,2015.0,2711-77312,-,XP
MAFFANGPA1,TUTI,2013.0,2661-33095,X,-
MAGNDAVMD1,CACH,2002.0,2250-90453,KB,X
MAGNDAVMD1,CACH,2002.0,2250-90454,XG,M
MAGNDAVMD1,CACH,2003.0,2250-24975,M,XR
MAGNDAVMD1,CARW,2002.0,1721-48571,X,KB
MAGNDAVMD1,CARW,2002.0,1721-48572,R,XO
MAGNDAVMD1,CARW,2003.0,1811-58688,YM,X
MAGNDAVMD1,CARW,2004.0,4501-87465,XY,Y
MAGNDAVMD1,HOWR,2002.0,2250-90452,B,XW
MAGNDAVMD1,NOCA,2002.0,8001-21464,XR,M
MAGNDAVMD1,NOCA,2004.0,1891-87385,R,XB
MAGNDAVMD1,NOCA,2004.0,1891-87386,KX,O
MAGNDAVMD1,NOCA,2005.0,1951-41279,X,MW
MAGRPARMD1,AMRO,2012.0,1232-94705,X,BB
MAGRPARMD1,AMRO,2012.0,1232-94706,X,WW
MAGRPARMD1,AMRO,2013.0,742-29493,KX,K
MAGRPARMD1,AMRO,2013.0,742-29494,X,PP
MAGRPARMD1,AMRO,2013.0,742-29495,R,WX
MAGRPARMD1,AMRO,2013.0,742-29500,WX,O
MAGRPARMD1,AMRO,2013.0,1352-46501,O,KX
MAGRPARMD1,AMRO,2013.0,1352-46502,BX,B
MAGRPARMD1,AMRO,2013.0,1352-46503,B,PX
MAGRPARMD1,AMRO,2013.0,1352-46508,X,WP
MAGRPARMD1,AMRO,2013.0,1352-46509,XY,O
MAGRPARMD1,CACH,2013.0,2610-37373,W,XP
MAGRPARMD1,CACH,2013.0,2610-37374,X,BG
MAGRPARMD1,CACH,2013.0,2610-37375,X,BO
MAGRPARMD1,CACH,2013.0,2610-37376,PX,G
MAGRPARMD1,CACH,2013.0,2610-37397,XR,W
MAGRPARMD1,CACH,2013.0,2610-37398,XG,O
MAGRPARMD1,CACH,2013.0,2610-37399,R,BX
MAGRPARMD1,CARW,2013.0,2441-96357,O,XW
MAGRPARMD1,GRCA,2012.0,2531-90218,BR,X
MAGRPARMD1,GRCA,2013.0,2641-63935,X,OG
MAGRPARMD1,NOCA,2013.0,2641-63956,X,KG
MAHOJIMMD1,AMRO,2002.0,1152-87445,R,GX
MAHOJIMMD1,CACH,2e3,1920-85926,WX,R
MAHOJIMMD1,CACH,2001.0,2250-24234,G,XK
MAHOJIMMD1,CACH,2002.0,2250-24667,XM,G
MAHOJIMMD1,CACH,2002.0,2250-24668,XK,B
MAHOJIMMD1,CACH,2002.0,2250-24669,K,XR
MAHOJIMMD1,CACH,2002.0,2250-24697,X,GR
MAHOJIMMD1,CACH,2007.0,2460-22905,OG,X
MAHOJIMMD1,CACH,2008.0,2540-62821,X,RM
MAHOJIMMD1,CACH,2008.0,2540-62822,RX,O
MAHOJIMMD1,CACH,2008.0,2540-62823,MX,Y
MAHOJIMMD1,CACH,2008.0,2540-62824,YX,Y
MAHOJIMMD1,CACH,2012.0,2690-08447,RX,R
MAHOJIMMD1,CACH,2012.0,2690-08448,MK,X
MAHOJIMMD1,CACH,2012.0,2690-08449,X,RK
MAHOJIMMD1,CACH,2012.0,2690-08450,GR,X
MAHOJIMMD1,CARW,2001.0,1141-05605,WX,O
MAHOJIMMD1,CARW,2002.0,1811-58771,GY,X
MAHOJIMMD1,CARW,2002.0,1811-58774,MR,X
MAHOJIMMD1,CARW,2005.0,2241-17702,BX,G
MAHOJIMMD1,CARW,2008.0,2281-69473,MK,X
MAHOJIMMD1,CARW,2008.0,2281-69474,X,GK
MAHOJIMMD1,CARW,2009.0,2441-14109,RK,X
MAHOJIMMD1,CARW,2009.0,2441-14110,RG,X
MAHOJIMMD1,CARW,2013.0,2441-96554,XY,B
MAHOJIMMD1,CARW,2013.0,2441-96555,XO,W
MAHOJIMMD1,CARW,2013.0,2441-96556,X,MM
MAHOJIMMD1,CARW,2014.0,2441-96386,OY,X
MAHOJIMMD1,GRCA,2002.0,1801-09606,Y,OX
MAHOJIMMD1,GRCA,2002.0,1801-09619,BX,B
MAHOJIMMD1,GRCA,2004.0,1801-77849,X,RO
MAHOJIMMD1,GRCA,2004.0,1801-77850,Y,BX
MAHOJIMMD1,GRCA,2009.0,2411-37310,P,XK
MAHOJIMMD1,HOWR,2e3,1920-85923,W,XO
MAHOJIMMD1,HOWR,2e3,1920-85924,X,BM
MAHOJIMMD1,HOWR,2e3,1920-85922,RX,Y
MAHOJIMMD1,HOWR,2002.0,2250-90463,K,MX
MAHOJIMMD1,NOCA,2e3,791-17749,M,WX
MAHOJIMMD1,NOCA,2001.0,791-17060,K,MX
MAHOJIMMD1,NOCA,2001.0,791-17061,BB,X
MAHOJIMMD1,NOCA,2001.0,791-17062,X,RY
MAHOJIMMD1,NOCA,2001.0,791-17063,XO,M
MAHOJIMMD1,NOCA,2001.0,791-17064,WX,W
MAHOJIMMD1,NOCA,2002.0,8001-21478,X,RW
MAHOJIMMD1,NOCA,2002.0,1801-09604,X,OK
MAHOJIMMD1,NOCA,2002.0,1801-09607,B,BX
MAHOJIMMD1,NOCA,2002.0,1801-09608,K,XW
MAHOJIMMD1,NOCA,2002.0,1801-09609,X,BY
MAHOJIMMD1,NOCA,2002.0,1801-09610,BX,R
MAHOJIMMD1,NOCA,2002.0,1801-09611,Y,XR
MAHOJIMMD1,NOCA,2002.0,1801-09613,M,XB
MAHOJIMMD1,NOCA,2002.0,1801-09612,M,XB
MAHOJIMMD1,NOCA,2002.0,1801-09615,W,XR
MAHOJIMMD1,NOCA,2002.0,1801-09616,XY,W
MAHOJIMMD1,NOCA,2002.0,1801-09614,XR,K
MAHOJIMMD1,NOCA,2002.0,8001-21374,X,WO
MAHOJIMMD1,NOCA,2002.0,8001-21376,WX,M
MAHOJIMMD1,NOCA,2002.0,8001-21379,XM,B
MAHOJIMMD1,NOCA,2002.0,8001-21375,X,RG
MAHOJIMMD1,NOCA,2002.0,8001-21378,B,WX
MAHOJIMMD1,NOCA,2002.0,8001-21380,YX,K
MAHOJIMMD1,NOCA,2002.0,8001-21382,RX,B
MAHOJIMMD1,NOCA,2002.0,8001-21381,KG,X
MAHOJIMMD1,NOCA,2002.0,8001-21383,O,XM
MAHOJIMMD1,NOCA,2002.0,8001-21384,X,WY
MAHOJIMMD1,NOCA,2003.0,1801-77803,X,-
MAHOJIMMD1,NOCA,2003.0,1801-77802,K,XM
MAHOJIMMD1,NOCA,2004.0,1801-77851,Y,XW
MAHOJIMMD1,NOCA,2004.0,1951-20904,WX,O
MAHOJIMMD1,NOCA,2004.0,1951-20905,K,MX
MAHOJIMMD1,NOCA,2004.0,1951-20903,O,MX
MAHOJIMMD1,NOCA,2004.0,1951-20902,XY,R
MAHOJIMMD1,NOCA,2005.0,1951-40941,K,KX
MAHOJIMMD1,NOCA,2008.0,2301-56616,OX,G
MAHOJIMMD1,NOCA,2009.0,2411-37312,X,BM
MAHOJIMMD1,NOCA,2009.0,2411-37311,MP,X
MAHOJIMMD1,NOCA,2010.0,2421-11669,GK,X
MAHOJIMMD1,NOCA,2010.0,2421-11670,KG,X
MAHOJIMMD1,NOCA,2012.0,791-17296,MR,X
MAHOJIMMD1,NOCA,2013.0,2641-63676,W,BX
MAHOJIMMD1,NOCA,2014.0,2641-63996,PM,X
MAHOJIMMD1,NOCA,2014.0,2641-63997,X,OB
MAHOJIMMD1,RWBL,2e3,791-17748,UNK,UNK
MAHOJIMMD1,SOSP,2002.0,1861-38836,XM,G
MAHOJIMMD1,TUTI,2e3,1141-05731,W,XO
MAHOJIMMD1,TUTI,2e3,1141-05730,RX,Y
MAHOJIMMD1,TUTI,2e3,1141-05732,X,BM
MAIEBILPA1,ACFL,2015.0,2710-54052,X,-
MAIEBILPA1,AMRO,2013.0,1352-46418,X,GG
MAIEBILPA1,AMRO,2013.0,1352-46419,K,XB
MAIEBILPA1,BCCH,2013.0,2710-54143,X,WY
MAIEBILPA1,CACH,2013.0,2710-54149,OO,X
MAIEBILPA1,CACH,2015.0,2710-54049,W,BX
MAIEBILPA1,CACH,2015.0,2710-54050,XP,B
MAIEBILPA1,CACH,2015.0,2710-54051,XR,W
MAIEBILPA1,CACH,2015.0,2710-54053,XO,R
MAIEBILPA1,CACH,2016.0,2750-45381,PB,X
MAIEBILPA1,CARW,2013.0,2661-33088,GY,X
MAIEBILPA1,CARW,2016.0,2741-54885,OX,M
MAIEBILPA1,CHSP,2013.0,2710-54146,X,-
MAIEBILPA1,CHSP,2013.0,2710-54147,X,-
MAIEBILPA1,CHSP,2013.0,2710-54148,X,-
MAIEBILPA1,CHSP,2013.0,2710-54150,X,-
MAIEBILPA1,DOWO,2013.0,2661-33086,X,-
MAIEBILPA1,HAWO,2014.0,1352-46342,X,M
MAIEBILPA1,HOWR,2016.0,2750-45382,GW,X
MAIEBILPA1,NOCA,2013.0,2641-64022,W,MX
MAIEBILPA1,NOCA,2014.0,2331-40290,BX,O
MAIEBILPA1,RBWO,2014.0,1352-46341,X,-
MAIEBILPA1,SOSP,2013.0,2661-33082,RK,X
MAIEBILPA1,SOSP,2014.0,2401-30831,BX,R
MAIEBILPA1,SOSP,2014.0,2401-30832,B,BX
MAIEBILPA1,SOSP,2015.0,2711-77498,Y,XK
MAIEBILPA1,TUTI,2013.0,2661-33083,X,-
MAIEBILPA1,TUTI,2013.0,2661-33084,X,-
MAIEBILPA1,TUTI,2013.0,2661-33085,X,-
MAIEBILPA1,UNCH,2013.0,2710-54145,X,MB
MAIEBILPA1,WBNU,2013.0,2661-33087,X,-
MAIEBILPA1,WBNU,2013.0,2661-33089,X,-
MAKAKATPA1,CACH,2014.0,2730-26391,R,XM
MAKAKATPA1,CACH,2015.0,2750-64009,O,XW
MAKAKATPA1,CACH,2015.0,2750-64010,RR,X
MAKAKATPA1,CACH,2015.0,2750-64011,YY,X
MAKAKATPA1,CARW,2014.0,266-18083,R,XM
MAKAKATPA1,CARW,2015.0,2711-77217,RO,X
MAKAKATPA1,CARW,2016.0,2741-54876,BX,R
MAKAKATPA1,NOCA,2015.0,2651-56510,Y,KX
MAKAKATPA1,SOSP,2014.0,266-18084,RX,W
MAKAKATPA1,SOSP,2014.0,266-18085,W,XY
MAKAKATPA1,SOSP,2014.0,266-18086,O,OX
MAKAKATPA1,SOSP,2014.0,266-18087,WW,X
MAKAKATPA1,SOSP,2015.0,2711-77218,YK,X
MAKAKATPA1,SOSP,2015.0,2711-77219,YX,Y
MAKAKATPA1,SOSP,2016.0,2741-54875,OR,XR
MALLBARMD1,CACH,2001.0,2250-24411,K,YX
MALLBARMD1,CARW,2001.0,1141-05440,OY,X
MALLTANPA1,AMRO,2014.0,1232-87988,K,YX
MALLTANPA1,AMRO,2014.0,1232-87989,B,XG
MALLTANPA1,AMRO,2015.0,1352-45828,KX,WX
MALLTANPA1,CACH,2016.0,2750-45378,P,RX
MALLTANPA1,CARW,2013.0,2661-33041,OX,O
MALLTANPA1,CARW,2013.0,2661-33042,G,XM
MALLTANPA1,CARW,2014.0,266-18075,K,YX
MALLTANPA1,CARW,2015.0,2441-14858,BG,X
MALLTANPA1,GRCA,2015.0,2651-56646,X,YP
MALLTANPA1,GRCA,2016.0,2701-39469,OX,R
MALLTANPA1,NOCA,2013.0,2641-64006,RY,X
MALLTANPA1,NOCA,2013.0,2641-64007,R,XK
MALLTANPA1,NOCA,2015.0,2651-56645,X,YP
MALLTANPA1,RBWO,2013.0,1352-46099,X,-
MALLTANPA1,SOSP,2013.0,2661-33040,X,RG
MALLTANPA1,SOSP,2013.0,2661-33039,X,RY
MALLTANPA1,SOSP,2015.0,2441-14857,R,PX
MALLTANPA1,SOSP,2016.0,2741-54877,GB,GX
MALLTANPA1,SOSP,2016.0,2741-54878,OO,RX
MALTELIMA1,AMRO,2012.0,1212-36669,M,XR
MALTELIMA1,AMRO,2012.0,1212-36670,W,WX
MALTELIMA1,AMRO,2015.0,1352-63536,X,GO
MALTELIMA1,AMRO,2015.0,1352-63537,X,PW
MALTELIMA1,AMRO,2015.0,1352-63535,X,BY
MALTELIMA1,AMRO,2016.0,1212-27625,MX,R
MALTELIMA1,BCCH,2012.0,2690-87934,O,XB
MALTELIMA1,BCCH,2013.0,2540-94504,K,MX
MALTELIMA1,BCCH,2013.0,2540-94503,R,XR
MALTELIMA1,BCCH,2013.0,2540-94502,WY,X
MALTELIMA1,BCCH,2014.0,2720-99522,XW,K
MALTELIMA1,BCCH,2014.0,2720-99525,OY,X
MALTELIMA1,BCCH,2015.0,2720-99631,X,KP
MALTELIMA1,BCCH,2016.0,2780-14661,ER,X
MALTELIMA1,BCCH,2016.0,2780-14662,X,GN
MALTELIMA1,BCCH,2016.0,2780-14663,XB,N
MALTELIMA1,CARW,2014.0,2691-06115,X,OB
MALTELIMA1,GRCA,2016.0,2651-43385,WE,X
MALTELIMA1,HOWR,2015.0,2720-99632,MX,B
MALTELIMA1,HOWR,2016.0,2780-14659,BX,B
MALTELIMA1,HOWR,2016.0,2780-14660,OX,R
MALTELIMA1,NOCA,2012.0,2531-91140,BY,X
MALTELIMA1,NOCA,2013.0,2531-91189,K,MX
MANDMARNC1,CACH,2015.0,2180-92456,XW,O
MANDMARNC1,CACH,2015.0,2750-51202,XG,B
MANDMARNC1,CACH,2016.0,2180-92501,RX,R
MANDMARNC1,CACH,2016.0,2790-45001,X,MO
MANDMARNC1,CACH,2016.0,2790-45002,B,YX
MANDMARNC1,CACH,2016.0,2790-45003,KG,X
MANDMARNC1,CACH,2016.0,2790-45004,W,XR
MANDMARNC1,CACH,2016.0,2790-45005,O,XE
MANDMARNC1,CACH,2016.0,2790-45006,Y,WX
MANDMARNC1,CARW,2015.0,2711-64012,BG,X
MANDMARNC1,CARW,2015.0,2711-64013,O,XW
MANDMARNC1,CARW,2016.0,2771-40406,-,UNK
MANDMARNC1,GRCA,2016.0,2701-55814,X,WO
MANDMARNC1,NOCA,2015.0,1352-92448,RX,O
MANDMARNC1,NOMO,2015.0,1352-92449,X,YW
MANDMARNC1,SOSP,2015.0,2711-64010,XG,R
MANDMARNC1,SOSP,2015.0,2711-64011,XY,Y
MANEXXXFL1,CACH,2015.0,2710-25728,K,XG
MANEXXXFL1,CACH,2015.0,2710-54217,XM,O
MANEXXXFL1,CARW,2015.0,2661-07860,X,OY
MANEXXXFL1,CARW,2015.0,2661-07861,RX,M
MANEXXXFL1,NOCA,2015.0,2541-40446,O,XY
MANEXXXFL1,NOCA,2015.0,2541-40447,X,BW
MANEXXXFL1,NOCA,2015.0,2641-96637,X,GB
MANEXXXFL1,NOCA,2015.0,2641-96638,X,OO
MANEXXXFL1,NOCA,2015.0,2641-96639,R,GX
MANEXXXFL1,TUTI,2015.0,2661-07858,R,XW
MANEXXXFL1,TUTI,2015.0,2711-77112,XM,W
MANNCARPA1,AMRO,2013.0,1352-46407,G,XM
MANNCARPA1,CACH,2013.0,2710-54109,B,WX
MANNCARPA1,CACH,2013.0,2710-54110,BR,X
MANNCARPA1,CARW,2013.0,2661-33032,W,YX
MANNCARPA1,EUST,2013.0,1352-46408,-,X
MANNCARPA1,HOFI,2013.0,2661-33031,X,-
MANNCARPA1,HOFI,2013.0,2661-33033,X,-
MANNCARPA1,HOFI,2013.0,2661-33036,X,-
MANNCARPA1,HOFI,2013.0,2661-33038,X,-
MANNCARPA1,HOFI,2013.0,2661-33097,X,-
MANNCARPA1,SOSP,2013.0,2661-33034,X,WO
MANNCARPA1,SOSP,2013.0,2661-33035,O,XM
MANNCARPA1,SOSP,2013.0,2661-33037,X,WY
MANNJANDC1,AMRO,2010.0,1272-43050,X,GP
MANNJANDC1,CACH,2e3,1920-85917,WX,Y
MANNJANDC1,CACH,2e3,1920-85919,XG,B
MANNJANDC1,CACH,2e3,1920-85918,MX,R
MANNJANDC1,CACH,2001.0,2250-24414,K,XO
MANNJANDC1,CACH,2001.0,2250-24415,XR,R
MANNJANDC1,CACH,2007.0,2400-00681,RW,X
MANNJANDC1,CACH,2008.0,2510-03809,B,OX
MANNJANDC1,CACH,2009.0,2590-82602,B,BX
MANNJANDC1,CACH,2009.0,2590-82603,X,BY
MANNJANDC1,CACH,2012.0,2690-08466,WO,X
MANNJANDC1,CARW,2e3,1141-05722,XO,R
MANNJANDC1,CARW,2001.0,1141-05443,YX,M
MANNJANDC1,CARW,2001.0,1141-05445,XB,B
MANNJANDC1,CARW,2002.0,1721-48527,WX,G
MANNJANDC1,CARW,2004.0,4501-87455,O,XO
MANNJANDC1,CARW,2009.0,2441-15021,W,BX
MANNJANDC1,CARW,2009.0,2441-15024,RX,K
MANNJANDC1,CARW,2012.0,2441-56500,XY,G
MANNJANDC1,GRCA,2002.0,8001-21346,R,XB
MANNJANDC1,GRCA,2003.0,1801-77904,XO,Y
MANNJANDC1,GRCA,2003.0,1801-77906,MX,W
MANNJANDC1,GRCA,2007.0,1951-41068,X,WK
MANNJANDC1,GRCA,2009.0,2411-37738,X,KP
MANNJANDC1,GRCA,2012.0,2561-56812,XR,G
MANNJANDC1,GRCA,2012.0,2561-56813,Y,MX
MANNJANDC1,GRCA,2012.0,2561-56814,X,OG
MANNJANDC1,GRCA,2014.0,2641-63789,YY,X
MANNJANDC1,GRCA,2014.0,2641-63790,B,XO
MANNJANDC1,GRCA,2015.0,2651-51545,XR,W
MANNJANDC1,GRCA,2015.0,2651-51546,OX,M
MANNJANDC1,GRCA,2015.0,2651-51547,R,GX
MANNJANDC1,GRCA,2015.0,2651-51548,MX,W
MANNJANDC1,GRCA,2016.0,2651-56281,-,UNK
MANNJANDC1,GRCA,2016.0,2651-56282,-,UNK
MANNJANDC1,HOFI,2e3,1141-05719,R,OX
MANNJANDC1,HOFI,2e3,1141-05721,Y,BX
MANNJANDC1,HOWR,2001.0,2250-24413,X,OR
MANNJANDC1,HOWR,2002.0,2250-24332,WY,X
MANNJANDC1,HOWR,2004.0,3500-74585,M,GX
MANNJANDC1,HOWR,2007.0,2400-00679,B,YX
MANNJANDC1,HOWR,2007.0,2400-00680,MX,K
MANNJANDC1,HOWR,2009.0,2590-82601,X,MG
MANNJANDC1,HOWR,2013.0,2610-37358,W,XW
MANNJANDC1,HOWR,2014.0,2690-95972,X,YP
MANNJANDC1,HOWR,2016.0,2750-41517,-,UNK
MANNJANDC1,NOCA,2001.0,8001-21214,W,RX
MANNJANDC1,NOCA,2002.0,8001-21347,K,YX
MANNJANDC1,NOCA,2005.0,1951-41101,R,XW
MANNJANDC1,NOCA,2008.0,2301-56580,XP,B
MANNJANDC1,NOCA,2008.0,2301-56578,X,OM
MANNJANDC1,NOCA,2009.0,2411-37736,O,GX
MANNJANDC1,NOCA,2009.0,2411-37734,B,XG
MANNJANDC1,NOCA,2009.0,2411-37735,W,YX
MANNJANDC1,NOCA,2009.0,2411-37737,X,WR
MANNJANDC1,NOCA,2009.0,2411-37741,X,KG
MANNJANDC1,NOCA,2009.0,2411-37739,XR,O
MANNJANDC1,NOCA,2009.0,2411-37740,X,GY
MANNJANDC1,NOCA,2010.0,2421-11538,WX,G
MANNJANDC1,NOCA,2010.0,2421-11537,OO,X
MANNJANDC1,NOCA,2010.0,2421-11539,BB,X
MANNJANDC1,NOCA,2010.0,2421-11540,X,OY
MANNJANDC1,NOCA,2010.0,2421-11541,RR,X
MANNJANDC1,NOCA,2012.0,2561-56810,BK,X
MANNJANDC1,NOCA,2012.0,2561-56811,KY,X
MANNJANDC1,NOCA,2012.0,2561-56815,KM,X
MANNJANDC1,NOCA,2012.0,2561-56816,X,MG
MANNJANDC1,NOCA,2013.0,2641-63910,M,WX
MANNJANDC1,NOCA,2013.0,2641-63911,OB,X
MANNJANDC1,NOCA,2014.0,2641-63788,X,OW
MANNJANDC1,NOCA,2014.0,2641-63791,GG,X
MANNJANDC1,NOCA,2015.0,2651-51544,RX,W
MANNJANDC1,NOCA,2015.0,2651-51549,X,BO
MANNJANDC1,NOCA,2015.0,2651-51550,Y,XW
MANNJANDC1,NOCA,2016.0,2651-56279,-,UNK
MANNJANDC1,NOCA,2016.0,2651-56280,-,UNK
MANNJANDC1,NOCA,2016.0,2651-56283,-,UNK
MANNJANDC1,SOSP,2001.0,1141-05444,OR,X
MANNJANDC1,SOSP,2003.0,1901-20501,W,BX
MANNJANDC1,SOSP,2005.0,1851-95465,O,XO
MANNJANDC1,SOSP,2007.0,2251-80499,X,MG
MANNJANDC1,SOSP,2009.0,2441-15020,RP,X
MANNJANDC1,SOSP,2009.0,2441-15022,P,XM
MANNJANDC1,SOSP,2009.0,2441-15023,PX,Y
MANNJANDC1,SOSP,2012.0,2571-90101,X,WG
MANNJANDC1,SOSP,2014.0,2571-90066,OG,X
MANNJANDC1,SOSP,2015.0,2711-77709,MX,R
MANNJANDC1,SOSP,2015.0,2711-77711,WK,X
MANNJANDC1,SOSP,2016.0,2711-77138,-,UNK
MARIJAYGA1,NOCA,2015.0,2651-47463,YK,X
MARIJAYGA1,NOMO,2014.0,1272-42459,OK,X
MARIJAYGA1,TUTI,2014.0,2661-07990,RG,X
MARIJAYGA1,TUTI,2015.0,2711-54772,OX,Y
MARIJAYGA1,TUTI,2015.0,2711-54773,X,BW
MARNMELPA1,AMGO,2014.0,2710-54030,X,-
MARNMELPA1,CACH,2013.0,2710-54141,X,RR
MARNMELPA1,CACH,2013.0,2710-54142,X,KY
MARNMELPA1,CACH,2013.0,2710-54144,X,WO
MARNMELPA1,CACH,2014.0,2710-54031,PM,X
MARNMELPA1,CACH,2014.0,2710-54096,-,MX
MARNMELPA1,CACH,2014.0,2710-54097,-,PX
MARNMELPA1,CACH,2014.0,2710-54098,B,XK
MARNMELPA1,CACH,2014.0,2710-54099,B,BX
MARNMELPA1,CACH,2015.0,2710-54064,XK,B
MARNMELPA1,CACH,2015.0,2710-54065,KX,P
MARNMELPA1,CACH,2015.0,2710-54066,XK,O
MARNMELPA1,CARW,2013.0,2661-33079,X,RR
MARNMELPA1,CARW,2013.0,2661-33080,OK,X
MARNMELPA1,CARW,2014.0,2441-14496,-,OX
MARNMELPA1,CARW,2015.0,2441-14496,-,OX
MARNMELPA1,CARW,2015.0,2711-77305,KP,X
MARNMELPA1,CARW,2015.0,2711-77306,KW,X
MARNMELPA1,CARW,2015.0,2711-77307,KX,G
MARNMELPA1,CARW,2015.0,2711-77308,KX,W
MARNMELPA1,CHSP,2013.0,2710-54139,X,-
MARNMELPA1,CHSP,2013.0,2710-54140,X,-
MARNMELPA1,NOCA,2013.0,2641-64020,KG,X
MARNMELPA1,NOCA,2013.0,2641-64021,X,KY
MARNMELPA1,NOCA,2014.0,2331-40299,BX,-
MARNMELPA1,NOCA,2014.0,2331-40300,-,YX
MARNMELPA1,NOCA,2015.0,2651-56680,KX,M
MARNMELPA1,SOSP,2013.0,2661-33078,W,MX
MARNMELPA1,SOSP,2014.0,2441-14487,-,YX
MARNMELPA1,SOSP,2014.0,2710-54086,-,MX
MARNMELPA1,SOSP,2015.0,2711-77309,GX,P
MARNMELPA1,TUTI,2013.0,2661-33081,X,-
MARNMELPA1,UNCH,2014.0,2710-54086,-,RX
MARRPETMD1,CACH,2001.0,820-94573,XM,G
MARRPETMD1,CACH,2001.0,8001-21320,YX,O
MARRPETMD1,CACH,2002.0,2250-24314,R,XO
MARRPETMD1,CARW,2001.0,1141-05644,XK,G
MARRPETMD1,GRCA,2003.0,1801-09564,WM,X
MARRPETMD1,GRCA,2004.0,1841-58714,O,RX
MARRPETMD1,GRCA,2004.0,1841-58715,WX,G
MARRPETMD1,GRCA,2004.0,1841-58716,XM,G
MARRPETMD1,GRCA,2004.0,1841-58720,BR,X
MARRPETMD1,GRCA,2004.0,1841-58721,X,WO
MARRPETMD1,GRCA,2004.0,1841-58722,BW,X
MARRPETMD1,GRCA,2004.0,1841-58723,KX,R
MARRPETMD1,GRCA,2004.0,1841-58725,X,WR
MARRPETMD1,GRCA,2004.0,1841-58724,GX,R
MARRPETMD1,GRCA,2004.0,1841-58726,X,KB
MARRPETMD1,GRCA,2004.0,1841-58727,X,WK
MARRPETMD1,GRCA,2004.0,1841-58982,RP,RX
MARRPETMD1,GRCA,2004.0,1891-87408,G,WX
MARRPETMD1,GRCA,2004.0,742-29147,WP,RX
MARRPETMD1,GRCA,2004.0,1212-49363,PB,RX
MARRPETMD1,GRCA,2004.0,1212-49366,PW,RX
MARRPETMD1,GRCA,2004.0,1891-87421,XR,G
MARRPETMD1,GRCA,2004.0,1212-49362,YP,RX
MARRPETMD1,GRCA,2004.0,1212-49364,PP,RX
MARRPETMD1,GRCA,2004.0,1212-49365,PR,RX
MARRPETMD1,GRCA,2004.0,1891-87409,MW,X
MARRPETMD1,GRCA,2005.0,1951-41255,YX,W
MARRPETMD1,GRCA,2006.0,1991-21463,GM,XO
MARRPETMD1,GRCA,2006.0,1951-41329,WO,GX
MARRPETMD1,GRCA,2006.0,2251-80514,MY,OX
MARRPETMD1,HOWR,2001.0,2250-24290,Y,KX
MARRPETMD1,HOWR,2001.0,2250-24289,X,OG
MARRPETMD1,HOWR,2002.0,2250-24315,R,XR
MARRPETMD1,HOWR,2002.0,2250-24316,BX,Y
MARRPETMD1,HOWR,2003.0,2250-90372,G,XM
MARRPETMD1,HOWR,2003.0,2250-90373,K,XY
MARRPETMD1,HOWR,2003.0,1870-35902,BW,X
MARRPETMD1,HOWR,2003.0,1870-35901,X,RY
