siteID,dateVisit,observerVisit,participantEngagement,encounteredBirds,netHours,notesVisit
HAMINANGA1,2014-07-08,NA,NA,NA,NA,NA
MCCOCHRMD1,2014-07-08,NA,NA,NA,NA,NA
MILLLORVA1,2014-07-08,NA,NA,NA,NA,NA
KRESMARPA1,2014-07-08,NA,NA,NA,NA,NA
ROGEANDMA1,2014-07-08,NA,NA,NA,NA,NA
MCCAKEVMD1,2014-07-08,NA,NA,NA,NA,NA
LAUESARFL1,2014-07-08,NA,NA,NA,NA,NA
MILLLORVA1,2014-07-09,NA,NA,NA,NA,NA
SCIBLINMA1,2014-07-09,NA,NA,NA,NA,NA
KANEBRIMA1,2014-07-09,NA,NA,NA,NA,NA
FREYFREMD1,2014-07-09,NA,NA,NA,NA,NA
NIKODONPA1,2014-07-09,NA,NA,NA,NA,NA
KOPCTOMPA1,2014-07-09,NA,NA,NA,NA,NA
CASEANNFL1,2014-07-09,NA,NA,NA,NA,NA
LANDCELVA1,2014-07-10,NA,NA,NA,NA,NA
MAZUJENMD1,2014-07-10,NA,NA,NA,NA,NA
HALLJENMA1,2014-07-10,NA,NA,NA,NA,NA
ELINEDPA1,2014-07-10,NA,NA,NA,NA,NA
HARRMARGA1,2014-07-10,NA,NA,NA,NA,NA
MEALRYAPA1,2014-07-10,NA,NA,NA,NA,NA
BONNPATGA1,2014-07-11,NA,NA,NA,NA,NA
EDEREDWVA1,2014-07-11,NA,NA,NA,NA,NA
GOROCARDC1,2014-07-11,NA,NA,NA,NA,NA
GAIEMELMA1,2014-07-11,NA,NA,NA,NA,NA
RALSJIMPA1,2014-07-11,NA,NA,NA,NA,NA
MILLKARFL1,2014-07-11,NA,NA,NA,NA,NA
HAWKDIAGA1,2014-07-12,NA,NA,NA,NA,NA
BOONGREMD1,2014-07-12,NA,NA,NA,NA,NA
NAILJENPA1,2014-07-12,NA,NA,NA,NA,NA
SHERALEMA1,2014-07-12,NA,NA,NA,NA,NA
YEANDAVPA1,2014-07-12,NA,NA,NA,NA,NA
PADORAMVA1,2014-07-12,NA,NA,NA,NA,NA
NZPSMBCDC1,2014-07-12,NA,NA,NA,NA,NA
DOUGSANFL1,2014-07-12,NA,NA,NA,NA,NA
WILDSIEMA1,2014-07-13,NA,NA,NA,NA,NA
FERKHOLPA1,2014-07-13,NA,NA,NA,NA,NA
GRANIANFL1,2014-07-13,NA,NA,NA,NA,NA
SVECSTEMA1,2014-07-14,NA,NA,NA,NA,NA
RICHALMA1,2014-07-14,NA,NA,NA,NA,NA
PADORAMVA1,2014-07-14,NA,NA,NA,NA,NA
CHIOKELPA1,2014-07-14,NA,NA,NA,NA,NA
ASTOLAUGA1,2014-07-14,NA,NA,NA,NA,NA
MOORMATPA1,2014-07-15,NA,NA,NA,NA,NA
WEBERCAMA1,2014-07-15,NA,NA,NA,NA,NA
MOLIKARMD1,2014-07-15,NA,NA,NA,NA,NA
JAKOELVVA1,2014-07-15,NA,NA,NA,NA,NA
BALDARTPA1,2014-07-15,NA,NA,NA,NA,NA
WISSSTEGA1,2014-07-15,NA,NA,NA,NA,NA
DAVICARGA1,2014-07-16,NA,NA,NA,NA,NA
KORRHARMD1,2014-07-16,NA,NA,NA,NA,NA
SANFCARMD1,2014-07-16,NA,NA,NA,NA,NA
KARMALYPA1,2014-07-16,NA,NA,NA,NA,NA
MALLTANPA1,2014-07-16,NA,NA,NA,NA,NA
HARTDELGA1,2014-07-17,NA,NA,NA,NA,NA
MAFFANGPA1,2014-07-17,NA,NA,NA,NA,NA
HILBLAUMA1,2014-07-17,NA,NA,NA,NA,NA
CUSHTANMA1,2014-07-17,NA,NA,NA,NA,NA
ASSMCARMD1,2014-07-17,NA,NA,NA,NA,NA
WIKACORMD1,2014-07-17,NA,NA,NA,NA,NA
SAHNRAMPA1,2014-07-17,NA,NA,NA,NA,NA
TIDMLOUGA1,2014-07-18,NA,NA,NA,NA,NA
GUARMARPA1,2014-07-18,NA,NA,NA,NA,NA
BRODDORMA1,2014-07-18,NA,NA,NA,NA,NA
BLANBETMD1,2014-07-18,NA,NA,NA,NA,NA
BROWANNDC1,2014-07-18,NA,NA,NA,NA,NA
CHARANDMA1,2014-07-18,NA,NA,NA,NA,NA
CARTJOYGA1,2014-07-18,NA,NA,NA,NA,NA
CUNKMARPA1,2014-07-19,NA,NA,NA,NA,NA
SLONJOHMA1,2014-07-19,NA,NA,NA,NA,NA
STUECHRVA2,2014-07-19,NA,NA,NA,NA,NA
LEWASUSMA1,2014-07-19,NA,NA,NA,NA,NA
PERRCHRMD1,2014-07-19,NA,NA,NA,NA,NA
ARABMOUGA1,2014-07-20,NA,NA,NA,NA,NA
NELSKATMA1,2014-07-20,NA,NA,NA,NA,NA
ZINNMARMA1,2014-07-20,NA,NA,NA,NA,NA
CARTJOYGA1,2014-07-20,NA,NA,NA,NA,NA
KILEHAYPA1,2014-07-20,NA,NA,NA,NA,NA
MISSEDDC1,2014-07-21,NA,NA,NA,NA,NA
HOROBONVA1,2014-07-21,NA,NA,NA,NA,NA
AKREMICMA1,2014-07-21,NA,NA,NA,NA,NA
STEPJANMA1,2014-07-21,NA,NA,NA,NA,NA
MAKAKATPA1,2014-07-21,NA,NA,NA,NA,NA
CZEBANGGA1,2014-07-22,NA,NA,NA,NA,NA
BROWANNMD1,2014-07-22,NA,NA,NA,NA,NA
KINGHOPPA1,2014-07-22,NA,NA,NA,NA,NA
WESCCATMA1,2014-07-22,NA,NA,NA,NA,NA
ANDRKENVA1,2014-07-22,NA,NA,NA,NA,NA
DAVILAUMA1,2014-07-22,NA,NA,NA,NA,NA
DAMIMARPA1,2014-07-22,NA,NA,NA,NA,NA
SAVALETPA1,2014-07-23,NA,NA,NA,NA,NA
GOMEKARMD1,2014-07-23,NA,NA,NA,NA,NA
SARGMARMD1,2014-07-23,NA,NA,NA,NA,NA
FORESPAMA1,2014-07-23,NA,NA,NA,NA,NA
EDWALINGA1,2014-07-23,NA,NA,NA,NA,NA
PHILJIMPA1,2014-07-23,NA,NA,NA,NA,NA
MILLELLGA1,2014-07-24,NA,NA,NA,NA,NA
MILLJOEMD1,2014-07-24,NA,NA,NA,NA,NA
LATTSTEPA1,2014-07-24,NA,NA,NA,NA,NA
KISTSANMA1,2014-07-24,NA,NA,NA,NA,NA
ROSNEDWMA1,2014-07-24,NA,NA,NA,NA,NA
MUTRCYNVA2,2014-07-24,NA,NA,NA,NA,NA
GOCHJOAMD1,2014-07-25,NA,NA,NA,NA,NA
HAWNJANVA1,2014-07-25,NA,NA,NA,NA,NA
MIRKJOEMA1,2014-07-25,NA,NA,NA,NA,NA
PRITANGGA1,2014-07-25,NA,NA,NA,NA,NA
MADJDAVPA1,2014-07-25,NA,NA,NA,NA,NA
STEVSADMA1,2014-07-25,NA,NA,NA,NA,NA
PAPPLISGA1,2014-07-26,NA,NA,NA,NA,NA
KEYESUSMD1,2014-07-26,NA,NA,NA,NA,NA
HAWNJANVA1,2014-07-26,NA,NA,NA,NA,NA
HENDANNMA1,2014-07-26,NA,NA,NA,NA,NA
SHEAMARMA1,2014-07-26,NA,NA,NA,NA,NA
MAIEBILPA1,2014-07-26,NA,NA,NA,NA,NA
GALLTERMD1,2014-07-26,NA,NA,NA,NA,NA
MOLLRUSPA1,2014-07-26,NA,NA,NA,NA,NA
PHARAIMMD1,2014-07-27,NA,NA,NA,NA,NA
HAMMSHIMA1,2014-07-27,NA,NA,NA,NA,NA
HUNTVIRPA1,2014-07-27,NA,NA,NA,NA,NA
HEADDOTGA1,2014-07-27,NA,NA,NA,NA,NA
HEROBLUGA1,2014-07-28,NA,NA,NA,NA,NA
LAFOMELVA1,2014-07-28,NA,NA,NA,NA,NA
CAHAGABMD1,2014-07-29,NA,NA,NA,NA,NA
BURNNIKMA1,2014-07-29,NA,NA,NA,NA,NA
SEVEMARPA1,2014-07-29,NA,NA,NA,NA,NA
MARRPETMD2,2014-07-29,NA,NA,NA,NA,NA
TABARENPA1,2014-07-30,NA,NA,NA,NA,NA
TOUCWENMA1,2014-07-30,NA,NA,NA,NA,NA
LINDHANMD1,2014-07-30,NA,NA,NA,NA,NA
WILLTINVA1,2014-07-30,NA,NA,NA,NA,NA
ECKLJULPA1,2014-07-30,NA,NA,NA,NA,NA
KINGDAVMA1,2014-07-31,NA,NA,NA,NA,NA
ZEPKJANMA1,2014-07-31,NA,NA,NA,NA,NA
THOMDEBPA1,2014-07-31,NA,NA,NA,NA,NA
STEIJANPA1,2014-07-31,NA,NA,NA,NA,NA
VARLKARMA1,2014-08-01,NA,NA,NA,NA,NA
PAPICHRPA1,2014-08-01,NA,NA,NA,NA,NA
BRIDNATMA1,2014-08-02,NA,NA,NA,NA,NA
BAERMIKPA1,2014-08-02,NA,NA,NA,NA,NA
MARNMELPA1,2014-08-02,NA,NA,NA,NA,NA
HOPEGREPA1,2014-08-03,NA,NA,NA,NA,NA
FORTMARMA1,2014-08-04,NA,NA,NA,NA,NA
HASHTAMPA1,2014-08-04,NA,NA,NA,NA,NA
NATIAVIPA1,2014-08-05,NA,NA,NA,NA,NA
OBRICHRMD1,2014-08-06,NA,NA,NA,NA,NA
WOLFKARDC1,2014-08-16,NA,NA,NA,NA,NA
NZPBIRDDC1,2014-10-15,NA,NA,NA,NA,NA
MEALRYAPA1,2014-10-29,NA,NA,NA,NA,NA
HANDLINPA1,2014-12-09,NA,NA,NA,NA,NA
HANDLINPA1,2014-12-12,NA,NA,NA,NA,NA
HANDLINPA1,2014-12-13,NA,NA,NA,NA,NA
NZPSMBCDC1,2014-12-18,NA,NA,NA,NA,NA
HANDLINPA1,2015-01-05,NA,NA,NA,NA,NA
PRITANGGA1,2015-01-15,NA,NA,NA,NA,NA
HANDLINPA1,2015-02-14,NA,NA,NA,NA,NA
PRITANGGA1,2015-02-15,NA,NA,NA,NA,NA
JAMESESVA1,2015-03-15,NA,NA,NA,NA,NA
JAKOELVVA1,2015-03-15,NA,NA,NA,NA,NA
HANDLINPA1,2015-04-04,NA,NA,NA,NA,NA
HANDLINPA1,2015-04-05,NA,NA,NA,NA,NA
NZPSMBCDC1,2015-04-07,NA,NA,NA,NA,NA
NZPSMBCDC1,2015-04-09,NA,NA,NA,NA,NA
BLOOLEEFL1,2015-04-10,NA,NA,NA,NA,NA
WISECELMD1,2015-04-11,NA,NA,NA,NA,NA
FLAMSCOFL1,2015-04-11,NA,NA,NA,NA,NA
WHITLIZFL1,2015-04-11,NA,NA,NA,NA,NA
CONNJOHNC1,2015-04-14,NA,NA,NA,NA,NA
BAILEESVA1,2015-04-15,NA,NA,NA,NA,NA
CARTJOYGA1,2015-04-15,NA,NA,NA,NA,NA
PRITANGGA1,2015-04-15,NA,NA,NA,NA,NA
CAMPGINFL1,2015-04-15,NA,NA,NA,NA,NA
MYERBRUMD1,2015-04-16,NA,NA,NA,NA,NA
CARTJOYGA1,2015-04-16,NA,NA,NA,NA,NA
FURRMELGA1,2015-04-17,NA,NA,NA,NA,NA
MARRPETMD2,2015-04-17,NA,NA,NA,NA,NA
JACOSYDMD1,2015-04-17,NA,NA,NA,NA,NA
KELSBRENC1,2015-04-18,NA,NA,NA,NA,NA
STRARICFL1,2015-04-18,NA,NA,NA,NA,NA
STUECHRVA2,2015-04-19,NA,NA,NA,NA,NA
COLLKEIFL1,2015-04-19,NA,NA,NA,NA,NA
REITBOBMD1,2015-04-20,NA,NA,NA,NA,NA
VONGJENMD1,2015-04-20,NA,NA,NA,NA,NA
PARKDIAGA1,2015-04-20,NA,NA,NA,NA,NA
BRAXBOBGA1,2015-04-21,NA,NA,NA,NA,NA
ENVICHAPA1,2015-04-21,NA,NA,NA,NA,NA
LAKEAESVA1,2015-04-21,NA,NA,NA,NA,NA
ROHRSALMD1,2015-04-22,NA,NA,NA,NA,NA
BOTHVERNC1,2015-04-22,NA,NA,NA,NA,NA
BRENTESDC1,2015-04-23,NA,NA,NA,NA,NA
EDEREDWVA1,2015-04-23,NA,NA,NA,NA,NA
LAKEAESVA1,2015-04-23,NA,NA,NA,NA,NA
MORRCHRVA1,2015-04-23,NA,NA,NA,NA,NA
IVESALINC1,2015-04-23,NA,NA,NA,NA,NA
GHILCOLGA1,2015-04-24,NA,NA,NA,NA,NA
BANDCATFL1,2015-04-24,NA,NA,NA,NA,NA
BROOKSIMD1,2015-04-25,NA,NA,NA,NA,NA
SOLLCHRMD1,2015-04-25,NA,NA,NA,NA,NA
NICHGLONC1,2015-04-25,NA,NA,NA,NA,NA
MARRPETMD2,2015-04-25,NA,NA,NA,NA,NA
JONEHARFL1,2015-04-25,NA,NA,NA,NA,NA
FISHFERVA1,2015-04-26,NA,NA,NA,NA,NA
WISSSTEGA1,2015-04-26,NA,NA,NA,NA,NA
FALKSTEGA1,2015-04-27,NA,NA,NA,NA,NA
BAILEESVA1,2015-04-27,NA,NA,NA,NA,NA
YOUNKIMVA1,2015-04-27,NA,NA,NA,NA,NA
BUISNORVA1,2015-04-27,NA,NA,NA,NA,NA
BAILEESVA1,2015-04-28,NA,NA,NA,NA,NA
RAUNERIMD2,2015-04-28,NA,NA,NA,NA,NA
SHERNYLGA1,2015-04-28,NA,NA,NA,NA,NA
MOSELYNNC1,2015-04-28,NA,NA,NA,NA,NA
WISECELMD1,2015-04-29,NA,NA,NA,NA,NA
BAILEESVA1,2015-04-29,NA,NA,NA,NA,NA
GALLLENNC1,2015-04-29,NA,NA,NA,NA,NA
JOHNNORNC1,2015-04-29,NA,NA,NA,NA,NA
MARRPETMD2,2015-04-29,NA,NA,NA,NA,NA
ENDRCINGA1,2015-04-30,NA,NA,NA,NA,NA
BURDROBVA1,2015-04-30,NA,NA,NA,NA,NA
NEWBCARVA1,2015-04-30,NA,NA,NA,NA,NA
HINTLORNC1,2015-04-30,NA,NA,NA,NA,NA
DESIELAGA1,2015-04-30,NA,NA,NA,NA,NA
WOODELEVA1,2015-05-01,NA,NA,NA,NA,NA
PROPSCHPA1,2015-05-01,NA,NA,NA,NA,NA
KRENMARGA1,2015-05-01,NA,NA,NA,NA,NA
HERBMIRGA1,2015-05-01,NA,NA,NA,NA,NA
MARRPETMD2,2015-05-01,NA,NA,NA,NA,NA
CARLDAVFL1,2015-05-01,NA,NA,NA,NA,NA
HERRJAYFL1,2015-05-01,NA,NA,NA,NA,NA
ROBIRONFL1,2015-05-01,NA,NA,NA,NA,NA
HAWKDIAGA1,2015-05-02,NA,NA,NA,NA,NA
PLANANDGA1,2015-05-02,NA,NA,NA,NA,NA
KESTSABDC1,2015-05-02,NA,NA,NA,NA,NA
ASSMCARMD1,2015-05-02,NA,NA,NA,NA,NA
FISHFERVA1,2015-05-02,NA,NA,NA,NA,NA
DEGELAUNC1,2015-05-02,NA,NA,NA,NA,NA
LIPSMARNC1,2015-05-02,NA,NA,NA,NA,NA
LOUWLISFL1,2015-05-02,NA,NA,NA,NA,NA
CHANSYLGA1,2015-05-03,NA,NA,NA,NA,NA
LAUESARFL1,2015-05-03,NA,NA,NA,NA,NA
HARRMARGA1,2015-05-04,NA,NA,NA,NA,NA
OWENEDDNC1,2015-05-04,NA,NA,NA,NA,NA
LYCEEESMD1,2015-05-04,NA,NA,NA,NA,NA
FEDRMARGA1,2015-05-05,NA,NA,NA,NA,NA
LERMSUSMA1,2015-05-05,NA,NA,NA,NA,NA
BAILEESVA1,2015-05-05,NA,NA,NA,NA,NA
WALTANNNC1,2015-05-05,NA,NA,NA,NA,NA
STEPGREFL1,2015-05-05,NA,NA,NA,NA,NA
GITHFRAGA1,2015-05-06,NA,NA,NA,NA,NA
MAYECINGA2,2015-05-06,NA,NA,NA,NA,NA
POTEMARNC1,2015-05-06,NA,NA,NA,NA,NA
AKREMICMA1,2015-05-06,NA,NA,NA,NA,NA
CRONCHRVA2,2015-05-06,NA,NA,NA,NA,NA
LYCEEESMD1,2015-05-06,NA,NA,NA,NA,NA
DOUGSANFL1,2015-05-06,NA,NA,NA,NA,NA
PROWGARFL1,2015-05-06,NA,NA,NA,NA,NA
BAILEESVA1,2015-05-07,NA,NA,NA,NA,NA
KANEBRIMA1,2015-05-07,NA,NA,NA,NA,NA
HARVSUENC1,2015-05-07,NA,NA,NA,NA,NA
MURRSANGA1,2015-05-07,NA,NA,NA,NA,NA
CHERNADFL1,2015-05-07,NA,NA,NA,NA,NA
MILLMARFL1,2015-05-07,NA,NA,NA,NA,NA
WILEKATGA1,2015-05-08,NA,NA,NA,NA,NA
MCCLEESPA1,2015-05-08,NA,NA,NA,NA,NA
WANGMATNC1,2015-05-08,NA,NA,NA,NA,NA
GILLESMA1,2015-05-08,NA,NA,NA,NA,NA
KILGJACGA1,2015-05-08,NA,NA,NA,NA,NA
PFEIJOHFL1,2015-05-08,NA,NA,NA,NA,NA
NZPSMBCDC1,2015-05-09,NA,NA,NA,NA,NA
ATHEJIMMA1,2015-05-09,NA,NA,NA,NA,NA
LADYKENNC1,2015-05-09,NA,NA,NA,NA,NA
NZPBIRDDC1,2015-05-09,NA,NA,NA,NA,NA
AAROJESFL1,2015-05-09,NA,NA,NA,NA,NA
GOWAJOAFL1,2015-05-09,NA,NA,NA,NA,NA
SHAHMAUFL1,2015-05-10,NA,NA,NA,NA,NA
WELLBREFL1,2015-05-10,NA,NA,NA,NA,NA
KIMBMARGA1,2015-05-11,NA,NA,NA,NA,NA
NORTLAUGA1,2015-05-11,NA,NA,NA,NA,NA
KINGMANDC1,2015-05-11,NA,NA,NA,NA,NA
JEWELIBMD1,2015-05-11,NA,NA,NA,NA,NA
RYANJOSMA1,2015-05-11,NA,NA,NA,NA,NA
SURNSANMA1,2015-05-11,NA,NA,NA,NA,NA
SENZIRINC1,2015-05-11,NA,NA,NA,NA,NA
HAZZIANFL1,2015-05-11,NA,NA,NA,NA,NA
LAMMLAUFL1,2015-05-11,NA,NA,NA,NA,NA
NEWMCHRGA1,2015-05-12,NA,NA,NA,NA,NA
FOSTSTENC1,2015-05-12,NA,NA,NA,NA,NA
CAMPGLOMD1,2015-05-12,NA,NA,NA,NA,NA
VERSMATMA1,2015-05-12,NA,NA,NA,NA,NA
BEARKARNC1,2015-05-12,NA,NA,NA,NA,NA
KENTADAFL1,2015-05-12,NA,NA,NA,NA,NA
STOKNITGA1,2015-05-13,NA,NA,NA,NA,NA
KINGMANDC1,2015-05-13,NA,NA,NA,NA,NA
BEALTOMMD1,2015-05-13,NA,NA,NA,NA,NA
SPRIHILPA1,2015-05-13,NA,NA,NA,NA,NA
FRANMICNC1,2015-05-13,NA,NA,NA,NA,NA
FAERHOWMA1,2015-05-13,NA,NA,NA,NA,NA
PICKADANC1,2015-05-13,NA,NA,NA,NA,NA
NOSSANDFL1,2015-05-13,NA,NA,NA,NA,NA
FERNBANGA1,2015-05-14,NA,NA,NA,NA,NA
MORROESPA1,2015-05-14,NA,NA,NA,NA,NA
BURNDENNC1,2015-05-14,NA,NA,NA,NA,NA
LANGPETMA1,2015-05-14,NA,NA,NA,NA,NA
HALALEEMA1,2015-05-14,NA,NA,NA,NA,NA
MAZUJENMD1,2015-05-14,NA,NA,NA,NA,NA
BUCKLMSMD1,2015-05-15,NA,NA,NA,NA,NA
VEARRICMA1,2015-05-15,NA,NA,NA,NA,NA
WILLJUDMA1,2015-05-15,NA,NA,NA,NA,NA
GOINJANNC1,2015-05-15,NA,NA,NA,NA,NA
GORDMARGA1,2015-05-15,NA,NA,NA,NA,NA
LEEJOEPA1,2015-05-15,NA,NA,NA,NA,NA
PRITANGGA1,2015-05-15,NA,NA,NA,NA,NA
DEBRMARNC1,2015-05-15,NA,NA,NA,NA,NA
BOUGROBFL1,2015-05-15,NA,NA,NA,NA,NA
JACOSUSFL1,2015-05-15,NA,NA,NA,NA,NA
PAINTOMGA1,2015-05-16,NA,NA,NA,NA,NA
PAPPLISGA1,2015-05-16,NA,NA,NA,NA,NA
PRESANNNC1,2015-05-16,NA,NA,NA,NA,NA
ROSEJOSMA1,2015-05-16,NA,NA,NA,NA,NA
BALASUCMD1,2015-05-16,NA,NA,NA,NA,NA
WILLTINVA1,2015-05-16,NA,NA,NA,NA,NA
LEWASUSMA1,2015-05-16,NA,NA,NA,NA,NA
KEATELINC1,2015-05-16,NA,NA,NA,NA,NA
LYNCPATPA1,2015-05-16,NA,NA,NA,NA,NA
HANDLINPA1,2015-05-16,NA,NA,NA,NA,NA
GOWAGEOFL1,2015-05-16,NA,NA,NA,NA,NA
DECKJASGA1,2015-05-17,NA,NA,NA,NA,NA
HAMMSHIMA1,2015-05-17,NA,NA,NA,NA,NA
HATFGREPA1,2015-05-17,NA,NA,NA,NA,NA
PRASJOHPA1,2015-05-17,NA,NA,NA,NA,NA
KRIVMAUGA1,2015-05-17,NA,NA,NA,NA,NA
CRAIJOSNC1,2015-05-17,NA,NA,NA,NA,NA
LICHJERFL1,2015-05-17,NA,NA,NA,NA,NA
PALUMATFL1,2015-05-17,NA,NA,NA,NA,NA
WINTCHAFL1,2015-05-17,NA,NA,NA,NA,NA
COOPEMSGA1,2015-05-18,NA,NA,NA,NA,NA
KEYESUSMD1,2015-05-18,NA,NA,NA,NA,NA
OSBEBARNC1,2015-05-18,NA,NA,NA,NA,NA
JONEJULMA1,2015-05-18,NA,NA,NA,NA,NA
WHELGWEMA1,2015-05-18,NA,NA,NA,NA,NA
DWORBARPA1,2015-05-18,NA,NA,NA,NA,NA
ANDRJENFL1,2015-05-18,NA,NA,NA,NA,NA
CASEANNFL1,2015-05-18,NA,NA,NA,NA,NA
ARGYLESGA1,2015-05-19,NA,NA,NA,NA,NA
HARPMOLNC1,2015-05-19,NA,NA,NA,NA,NA
CALVCARMA1,2015-05-19,NA,NA,NA,NA,NA
BAILPATNC1,2015-05-19,NA,NA,NA,NA,NA
TABACARPA1,2015-05-19,NA,NA,NA,NA,NA
NEWTROBNC1,2015-05-19,NA,NA,NA,NA,NA
EWINSAMFL1,2015-05-19,NA,NA,NA,NA,NA
SILVCELFL1,2015-05-19,NA,NA,NA,NA,NA
WILLJIMFL1,2015-05-19,NA,NA,NA,NA,NA
BURNEESGA1,2015-05-20,NA,NA,NA,NA,NA
LAMBAMYMD1,2015-05-20,NA,NA,NA,NA,NA
WALKJOEPA1,2015-05-20,NA,NA,NA,NA,NA
ARGEGIONC1,2015-05-20,NA,NA,NA,NA,NA
MICCANNNC1,2015-05-20,NA,NA,NA,NA,NA
PIEPSUSMA1,2015-05-20,NA,NA,NA,NA,NA
JAKOELVVA1,2015-05-20,NA,NA,NA,NA,NA
REIDLOLMA1,2015-05-20,NA,NA,NA,NA,NA
BUDNNORNC1,2015-05-20,NA,NA,NA,NA,NA
DEPHKATPA1,2015-05-20,NA,NA,NA,NA,NA
COLLCLAFL1,2015-05-20,NA,NA,NA,NA,NA
KNOXMIKFL1,2015-05-20,NA,NA,NA,NA,NA
KORNHARFL1,2015-05-20,NA,NA,NA,NA,NA
KIPPVISGA1,2015-05-21,NA,NA,NA,NA,NA
WESCCATMA1,2015-05-21,NA,NA,NA,NA,NA
TAYLJERNC1,2015-05-21,NA,NA,NA,NA,NA
RICHALMA1,2015-05-21,NA,NA,NA,NA,NA
KOPCTOMPA1,2015-05-21,NA,NA,NA,NA,NA
BODNGEOPA1,2015-05-21,NA,NA,NA,NA,NA
POVEANGGA1,2015-05-22,NA,NA,NA,NA,NA
FORESESMD1,2015-05-22,NA,NA,NA,NA,NA
HILLSALMA1,2015-05-22,NA,NA,NA,NA,NA
KLOTBRUMA1,2015-05-22,NA,NA,NA,NA,NA
PETETOWPA1,2015-05-22,NA,NA,NA,NA,NA
FLOWPATGA1,2015-05-22,NA,NA,NA,NA,NA
DEMAPATPA1,2015-05-22,NA,NA,NA,NA,NA
HENJELAFL1,2015-05-22,NA,NA,NA,NA,NA
WISECELMD1,2015-05-23,NA,NA,NA,NA,NA
MALTELIMA1,2015-05-23,NA,NA,NA,NA,NA
BAKENANMA1,2015-05-23,NA,NA,NA,NA,NA
YEANDAVPA1,2015-05-23,NA,NA,NA,NA,NA
THOMDEBPA1,2015-05-23,NA,NA,NA,NA,NA
MANDMARNC1,2015-05-24,NA,NA,NA,NA,NA
SLONSUSMA1,2015-05-24,NA,NA,NA,NA,NA
SACHLARPA1,2015-05-24,NA,NA,NA,NA,NA
AZARCARPA1,2015-05-24,NA,NA,NA,NA,NA
BRYAANGFL1,2015-05-24,NA,NA,NA,NA,NA
SAPPBILGA1,2015-05-25,NA,NA,NA,NA,NA
BRIDNATMA1,2015-05-25,NA,NA,NA,NA,NA
BOBAMICNC1,2015-05-25,NA,NA,NA,NA,NA
FERKHOLPA1,2015-05-25,NA,NA,NA,NA,NA
FREEJOHFL1,2015-05-25,NA,NA,NA,NA,NA
DICKEMMGA1,2015-05-26,NA,NA,NA,NA,NA
KINGMANDC1,2015-05-26,NA,NA,NA,NA,NA
HICKBARPA1,2015-05-26,NA,NA,NA,NA,NA
HIGGBETMA1,2015-05-26,NA,NA,NA,NA,NA
BODKANNMA1,2015-05-26,NA,NA,NA,NA,NA
CASESUEPA1,2015-05-26,NA,NA,NA,NA,NA
MCCAANNGA1,2015-05-26,NA,NA,NA,NA,NA
HAHNMARNC1,2015-05-26,NA,NA,NA,NA,NA
WATSJOSFL1,2015-05-26,NA,NA,NA,NA,NA
WHITLIZFL1,2015-05-26,NA,NA,NA,NA,NA
RICHLAUGA1,2015-05-27,NA,NA,NA,NA,NA
FISHFERVA1,2015-05-27,NA,NA,NA,NA,NA
HAZZANNMA1,2015-05-27,NA,NA,NA,NA,NA
MAKAKATPA1,2015-05-27,NA,NA,NA,NA,NA
COPEHAZPA1,2015-05-27,NA,NA,NA,NA,NA
HANDLINPA1,2015-05-27,NA,NA,NA,NA,NA
COLALISMD1,2015-05-28,NA,NA,NA,NA,NA
ELLIBARMA1,2015-05-28,NA,NA,NA,NA,NA
LOFLKATNC1,2015-05-28,NA,NA,NA,NA,NA
BENNBILMA1,2015-05-28,NA,NA,NA,NA,NA
LARSLIDPA1,2015-05-28,NA,NA,NA,NA,NA
RAVECATPA1,2015-05-28,NA,NA,NA,NA,NA
HEROBLUGA1,2015-05-28,NA,NA,NA,NA,NA
HANDLINPA1,2015-05-28,NA,NA,NA,NA,NA
ASTOLAUGA1,2015-05-28,NA,NA,NA,NA,NA
ELLIJONFL1,2015-05-28,NA,NA,NA,NA,NA
CASSKATGA1,2015-05-29,NA,NA,NA,NA,NA
TRACBRIGA1,2015-05-29,NA,NA,NA,NA,NA
MCCOCHRMD1,2015-05-29,NA,NA,NA,NA,NA
ANDRKENVA1,2015-05-29,NA,NA,NA,NA,NA
MCDEDAVPA1,2015-05-29,NA,NA,NA,NA,NA
HODGBENMA1,2015-05-29,NA,NA,NA,NA,NA
KINGGEOMA1,2015-05-29,NA,NA,NA,NA,NA
HARABARNC1,2015-05-29,NA,NA,NA,NA,NA
HANDLINPA1,2015-05-29,NA,NA,NA,NA,NA
YOPPINCFL1,2015-05-29,NA,NA,NA,NA,NA
CLAYRUSGA1,2015-05-30,NA,NA,NA,NA,NA
KORRHARMD1,2015-05-30,NA,NA,NA,NA,NA
ARCADIAMA1,2015-05-30,NA,NA,NA,NA,NA
COSTHOWNC1,2015-05-30,NA,NA,NA,NA,NA
FECHMARPA1,2015-05-30,NA,NA,NA,NA,NA
PERNMIKMD1,2015-05-30,NA,NA,NA,NA,NA
PINKSUSPA1,2015-05-30,NA,NA,NA,NA,NA
COXANDFL1,2015-05-30,NA,NA,NA,NA,NA
ALCOKENGA1,2015-05-31,NA,NA,NA,NA,NA
EVANMICMD1,2015-05-31,NA,NA,NA,NA,NA
COMAPATPA1,2015-05-31,NA,NA,NA,NA,NA
KILEHAYPA1,2015-05-31,NA,NA,NA,NA,NA
JETTMELGA1,2015-06-01,NA,NA,NA,NA,NA
BURDROBVA1,2015-06-01,NA,NA,NA,NA,NA
