siteIDForayCountUnbanded,dateForayCountUnbanded,sppForayCountUnbanded,countForayCountUnbanded
TABACARPA1,2016-06-29,AMRO,36
TABACARPA1,2016-06-29,SOSP,20
TABACARPA1,2016-06-29,GRCA,2
TABACARPA1,2016-06-29,NOCA,5
TALEKELGA1,2016-06-08,CARW,1
TALEKELGA1,2017-05-08,SOSP,6
TALEKELGA1,2017-05-08,AMRO,9
TALEKELGA1,2017-05-08,CACH,8
TALEKELGA1,2017-05-08,NOCA,12
TALEKELGA1,2017-05-08,NOMO,3
TALEKELGA1,2017-05-08,GRCA,4
TALEKELGA1,2017-05-08,CARW,5
TALEKELGA1,2017-05-08,TUTI,3
TALEKELGA1,2017-05-08,BRTH,3
TAMBJUDMA1,2016-07-26,BCCH,2
TAMBJUDMA1,2016-07-26,GRCA,0
TAMBJUDMA1,2016-07-26,HOWR,0
TANGLAUDC1,2016-07-07,CARW,0
TANGLAUDC1,2016-07-07,HOWR,1
TANGLAUDC1,2016-07-07,NOCA,3
TANGLAUDC1,2017-06-06,AMRO,22
TANGLAUDC1,2017-06-06,GRCA,4
TANGLAUDC1,2017-06-06,HOWR,2
TANGLAUDC1,2017-06-06,NOCA,3
TANGLAUDC1,2017-06-06,CARW,0
TATEJUAMD1,2016-05-17,AMRO,19
TATEJUAMD1,2016-05-17,CACH,2
TATEJUAMD1,2016-05-17,CARW,2
TATEJUAMD1,2016-05-17,GRCA,3
TATEJUAMD1,2016-05-17,NOCA,7
TATEJUAMD1,2017-06-28,AMRO,21
TATEJUAMD1,2017-06-28,GRCA,15
TATEJUAMD1,2017-06-28,SOSP,0
TATEJUAMD1,2017-06-28,NOCA,11
TATEJUAMD1,2017-06-28,HOWR,3
TATEJUAMD1,2017-06-28,CARW,7
TATEJUAMD1,2017-06-28,CACH,5
TAYLJERNC1,2016-05-10,AMRO,8
TAYLJERNC1,2016-05-10,CARW,1
TAYLJERNC1,2016-05-10,GRCA,7
TAYLJERNC1,2016-05-10,SOSP,3
THERLARMA1,2016-06-02,BCCH,4
THERLARMA1,2016-06-02,GRCA,7
THERLARMA1,2016-06-02,HOWR,0
THERLARMA1,2016-06-02,NOCA,0
THERLARMA1,2016-06-02,SOSP,2
THERLARMA1,2017-06-05,AMRO,5
THERLARMA1,2017-06-05,BCCH,7
THERLARMA1,2017-06-05,GRCA,9
THERLARMA1,2017-06-05,NOCA,2
THERLARMA1,2017-06-05,SOSP,2
THOMDEBPA1,2017-06-01,AMRO,15
THOMDEBPA1,2017-06-01,NOCA,8
THOMDEBPA1,2017-06-01,SOSP,5
THOMMARPA1,2016-06-09,AMRO,9
THOMMARPA1,2016-06-09,SOSP,15
THOMMARPA1,2016-06-09,NOCA,7
THOMMARPA1,2016-06-09,CACH,4
THOMMARPA1,2017-06-20,AMRO,4
THOMMARPA1,2017-06-20,SOSP,2
THOMMARPA1,2017-06-20,CACH,2
TOSCPAMMA1,2017-07-08,AMRO,2
TOSCPAMMA1,2017-07-08,BCCH,1
TOSCPAMMA1,2017-07-08,GRCA,6
TOSCPAMMA1,2017-07-08,SOSP,3
TOSCPAMMA1,2016-05-22,GRCA,3
TOSCPAMMA1,2016-05-22,SOSP,5
TOTHCARGA1,2016-06-13,NOMO,2
TOUCWENMA1,2016-06-22,AMRO,7
TOUCWENMA1,2016-06-22,BCCH,2
TOUCWENMA1,2016-06-22,GRCA,3
TOUCWENMA1,2016-06-22,HOWR,0
TOUCWENMA1,2016-06-22,SOSP,4
TRACBRIGA1,2017-05-24,GRCA,3
TRACBRIGA1,2017-05-24,AMRO,19
TRACBRIGA1,2017-05-24,SOSP,18
TRACBRIGA1,2017-05-24,NOCA,9
TRACBRIGA1,2017-05-24,BRTH,4
TRACBRIGA1,2017-05-24,NOMO,7
TRACBRIGA1,2017-05-24,CACH,6
TRACBRIGA1,2017-05-24,CARW,3
TRAUPATVA2,2017-07-12,CACH,4
TRAUPATVA2,2017-07-12,CARW,6
TRAUPATVA2,2017-07-12,GRCA,7
TRAUPATVA2,2017-07-12,HOWR,3
TRAUPATVA2,2017-07-12,NOCA,9
TRAUPATVA2,2017-07-12,SOSP,2
TRAUPATVA2,2016-06-25,CACH,2
TRAUPATVA2,2016-06-25,GRCA,2
TRAUPATVA2,2016-06-25,SOSP,2
TRAUPATVA2,2016-06-25,AMRO,2
TRAUPATVA2,2016-06-25,TUTI,1
TRAUPATVA2,2016-06-25,NOCA,3
TRAUPATVA2,2016-06-25,NOMO,0
TRAUPATVA2,2016-06-25,CARW,1
TRAUPATVA2,2016-06-25,HOWR,0
VALLMEGMA1,2016-07-28,BCCH,11
VALLMEGMA1,2016-07-28,GRCA,4
VALLMEGMA1,2016-07-28,SOSP,0
VASAJODPA1,2016-06-30,AMRO,10
VASAJODPA1,2016-06-30,SOSP,6
VASAJODPA1,2016-06-30,NOMO,2
VEARRICMA1,2017-07-11,AMRO,12
VEARRICMA1,2017-07-11,GRCA,2
VEARRICMA1,2017-07-11,NOCA,3
VEARRICMA1,2017-07-11,NOMO,1
VEARRICMA1,2017-07-11,SOSP,3
VEARRICMA1,2016-06-15,AMRO,6
VEARRICMA1,2016-06-15,GRCA,2
VEARRICMA1,2016-06-15,NOCA,1
VEARRICMA1,2016-06-15,SOSP,1
VERSBETMD2,2016-06-14,NOCA,2
VERSBETMD2,2016-06-14,SOSP,0
VERSBETMD2,2016-06-14,HOWR,0
VERSBETMD2,2016-06-14,AMRO,0
VERSBETMD2,2016-06-14,CACH,1
VERSBETMD2,2016-06-14,CARW,0
VERSBETMD2,2016-06-14,GRCA,0
VERSBETMD2,2017-06-12,NOMO,2
VERSBETMD2,2017-06-12,NOCA,4
VERSBETMD2,2017-06-12,CARW,3
VERSBETMD2,2017-06-12,CACH,3
VERSMATMA1,2016-08-29,BCCH,4
VERSMATMA1,2016-08-29,GRCA,2
VERSMATMA1,2016-08-29,HOWR,3
VERSMATMA1,2016-08-29,SOSP,4
VONGJENMD1,2016-07-07,SOSP,3
VONGJENMD1,2016-07-07,AMRO,6
VONGJENMD1,2016-07-07,GRCA,5
VONGJENMD1,2016-07-07,HOWR,1
VONGJENMD1,2016-07-07,CARW,1
VONGJENMD1,2016-07-07,NOCA,5
VONGJENMD1,2017-04-29,AMRO,13
VONGJENMD1,2017-04-29,GRCA,7
VONGJENMD1,2017-04-29,SOSP,5
VONGJENMD1,2017-04-29,NOCA,13
VONGJENMD1,2017-04-29,CACH,2
VONGJENMD1,2017-04-29,HOWR,1
VONGJENMD1,2017-04-29,CARW,1
VOSSCOLVA1,2017-07-11,AMRO,2
VOSSCOLVA1,2017-07-11,CACH,5
VOSSCOLVA1,2017-07-11,CARW,5
VOSSCOLVA1,2017-07-11,GRCA,6
VOSSCOLVA1,2017-07-11,HOWR,4
VOSSCOLVA1,2017-07-11,NOCA,15
VOSSCOLVA1,2017-07-11,NOMO,0
VOSSCOLVA1,2017-07-11,SOSP,4
VOSSCOLVA1,2016-06-24,AMRO,8
VOSSCOLVA1,2016-06-24,CACH,1
VOSSCOLVA1,2016-06-24,CARW,0
VOSSCOLVA1,2016-06-24,HOWR,0
VOSSCOLVA1,2016-06-24,NOCA,8
VOSSCOLVA1,2016-06-24,NOMO,1
VOSSCOLVA1,2016-06-24,SOSP,6
VOSSCOLVA1,2016-06-24,GRCA,2
WALKJOEPA1,2016-07-08,SOSP,2
WALKJOEPA1,2016-07-08,NOCA,1
WALKJOEPA2,2017-05-26,AMRO,20
WALKJOEPA2,2017-05-26,CACH,2
WALKJOEPA2,2017-05-26,GRCA,3
WALKJOEPA2,2017-05-26,NOCA,3
WALKJOEPA2,2017-05-26,SOSP,12
WALTANNNC1,2016-06-21,CACH,2
WALTANNNC1,2016-06-21,NOCA,6
WALTANNNC1,2016-06-21,GRCA,2
WALTANNNC1,2016-06-21,SOSP,8
WALTANNNC1,2017-05-08,SOSP,10
WALTANNNC1,2017-05-08,NOCA,6
WALTANNNC1,2017-05-08,GRCA,7
WALTANNNC1,2017-05-08,CACH,3
WALTANNNC1,2017-05-08,CARW,2
WANGMATNC1,2016-05-21,CACH,4
WANGMATNC1,2016-05-21,CARW,4
WANGMATNC1,2016-05-21,NOCA,8
WANGMATNC1,2017-04-21,CARW,6
WANGMATNC1,2017-04-21,NOCA,9
WANGMATNC1,2017-04-21,CACH,7
WANGMATNC1,2017-04-21,HOWR,1
WANGMATNC1,2017-04-21,SOSP,0
WAPLEESVA1,2017-06-23,AMRO,13
WAPLEESVA1,2017-06-23,CACH,2
WAPLEESVA1,2017-06-23,CARW,6
WAPLEESVA1,2017-06-23,GRCA,8
WAPLEESVA1,2017-06-23,NOCA,10
WAPLEESVA1,2017-06-23,SOSP,4
WAPLEESVA1,2017-06-23,HOWR,2
WARDDOUVA1,2016-05-31,AMRO,14
WARDDOUVA1,2016-05-31,CACH,3
WARDDOUVA1,2016-05-31,CARW,2
WARDDOUVA1,2016-05-31,GRCA,10
WARDDOUVA1,2016-05-31,HOWR,1
WARDDOUVA1,2016-05-31,NOCA,10
WARDDOUVA1,2016-05-31,SOSP,6
WARRPAIMA1,2017-08-03,GRCA,3
WARRPAIMA1,2017-08-03,HOWR,1
WARRPAIMA1,2017-08-03,NOCA,1
WARRPAIMA1,2016-07-24,AMRO,6
WARRPAIMA1,2016-07-24,BCCH,3
WARRPAIMA1,2016-07-24,CARW,0
WARRPAIMA1,2016-07-24,GRCA,3
WARRPAIMA1,2016-07-24,HOWR,0
WARRPAIMA1,2016-07-24,NOCA,3
WATSJOSFL1,2016-06-16,NOCA,7
WATSJOSFL1,2016-06-16,CARW,3
WATSJOSFL1,2017-06-03,CACH,7
WATSJOSFL1,2017-06-03,CARW,3
WATSJOSFL1,2017-06-03,NOCA,12
WATSJOSFL1,2017-06-03,TUTI,9
WEBBTOMFL1,2016-05-11,BRTH,2
WEBBTOMFL1,2016-05-11,CARW,3
WEBBTOMFL1,2016-05-11,NOCA,4
WEBBTOMFL1,2016-05-11,NOMO,1
WEBBTOMFL1,2017-06-04,BRTH,1
WEBBTOMFL1,2017-06-04,CARW,6
WEBBTOMFL1,2017-06-04,NOCA,14
WELLBREFL1,2016-06-09,CACH,1
WELLBREFL1,2016-06-09,NOCA,4
WELLBREFL1,2017-05-29,CACH,4
WELLBREFL1,2017-05-29,NOCA,8
WESCCATMA1,2017-07-31,BCCH,5
WESCCATMA1,2017-07-31,HOWR,1
WESCCATMA1,2016-06-17,BCCH,7
WESCCATMA1,2016-06-17,HOWR,0
WHEATPKMD1,2017-06-06,GRCA,2
WHEATPKMD1,2017-06-15,GRCA,8
WHEATPKMD1,2017-06-19,GRCA,5
WHEATPKMD1,2017-06-26,GRCA,6
WHEEJENNC1,2017-06-10,CARW,10
WHEEJENNC1,2017-06-10,NOCA,12
WHEEJENNC1,2017-06-10,HOWR,2
WHEEJENNC1,2017-06-10,GRCA,8
WHEEJENNC1,2016-05-14,CARW,2
WHEEJENNC1,2016-05-14,HOWR,1
WHEEJENNC1,2016-05-14,NOCA,8
WHELGWEMA1,2016-06-23,BCCH,2
WHELGWEMA1,2016-06-23,HOWR,1
WHELGWEMA1,2016-06-23,NOCA,1
WHITLIZFL1,2016-06-11,NOCA,5
WHITLIZFL1,2016-06-11,CARW,2
WHITLIZFL1,2017-06-02,CARW,3
WHITLIZFL1,2017-06-02,NOCA,12
WHITLIZFL1,2017-06-02,BRTH,0
WICHJOHGA1,2016-05-02,AMRO,1
WICHJOHGA1,2016-05-02,NOCA,1
WIEBFRAMD1,2016-07-19,GRCA,8
WIEBFRAMD1,2016-07-19,NOCA,7
WIEBFRAMD1,2016-07-19,CACH,3
WIEBFRAMD1,2016-07-19,AMRO,5
WIEBFRAMD1,2016-07-19,HOWR,2
WIEBFRAMD1,2016-07-19,CARW,2
WIEBFRAMD1,2016-07-19,SOSP,4
WIEBFRAMD1,2017-06-23,GRCA,10
WIEBFRAMD1,2017-06-23,AMRO,16
WIEBFRAMD1,2017-06-23,CARW,4
WIEBFRAMD1,2017-06-23,NOCA,6
WIEBFRAMD1,2017-06-23,SOSP,1
WIKACORMD1,2016-07-26,CACH,0
WIKACORMD1,2016-07-26,CARW,1
WIKACORMD1,2016-07-26,NOCA,11
WIKACORMD1,2016-07-26,NOMO,1
WIKACORMD1,2017-06-28,CACH,3
WIKACORMD1,2017-06-28,CARW,1
WIKACORMD1,2017-06-28,NOCA,9
WIKACORMD1,2017-06-28,NOMO,4
WILDANNVA1,2016-05-31,AMRO,9
WILDANNVA1,2016-05-31,GRCA,8
WILDANNVA1,2016-05-31,HOWR,3
WILDANNVA1,2016-05-31,NOCA,6
WILDANNVA1,2016-05-31,SOSP,5
WILDANNVA2,2016-07-21,NOCA,2
WILDANNVA2,2016-07-21,CARW,4
WILDANNVA2,2016-07-21,AMRO,9
WILDANNVA2,2016-07-21,CACH,3
WILDANNVA2,2016-07-21,SOSP,3
WILDSIEMA1,2017-07-30,AMRO,0
WILDSIEMA1,2017-07-30,BCCH,3
WILDSIEMA1,2017-07-30,EAPH,0
WILDSIEMA1,2017-07-30,GRCA,0
WILDSIEMA1,2017-07-30,NOCA,1
WILDSIEMA1,2017-07-30,SOSP,3
WILDSIEMA1,2016-06-25,AMRO,2
WILDSIEMA1,2016-06-25,BCCH,5
WILDSIEMA1,2016-06-25,EAPH,0
WILDSIEMA1,2016-06-25,GRCA,1
WILDSIEMA1,2016-06-25,NOCA,2
WILDSIEMA1,2016-06-25,SOSP,1
WILEKATGA1,2016-05-13,AMRO,2
WILEKATGA1,2016-05-13,NOCA,3
WILEKATGA1,2017-05-18,GRCA,1
WILEKATGA1,2017-05-18,BRTH,6
WILEKATGA1,2017-05-18,SOSP,10
WILEKATGA1,2017-05-18,NOCA,13
WILEKATGA1,2017-05-18,NOMO,1
WILEKATGA1,2017-05-18,CARW,2
WILEKATGA1,2017-05-18,TUTI,1
WILEKATGA1,2017-05-18,AMRO,4
WILEKATGA1,2017-05-18,CACH,8
WILELINMD1,2016-07-22,AMRO,4
WILELINMD1,2016-07-22,CACH,3
WILELINMD1,2016-07-22,CARW,1
WILELINMD1,2016-07-22,GRCA,0
WILELINMD1,2016-07-22,HOWR,0
WILELINMD1,2016-07-22,NOMO,1
WILELINMD1,2016-07-22,SOSP,0
WILLAMBNC1,2016-05-28,NOCA,7
WILLAMBNC1,2017-05-28,CARW,7
WILLAMBNC1,2017-05-28,NOCA,11
WILLCAINC1,2016-07-02,NOCA,7
WILLCAINC1,2016-07-02,AMRO,3
WILLCAINC1,2016-07-02,CARW,1
WILLJIMFL1,2016-04-07,CACH,1
WILLJIMFL1,2016-04-07,CARW,3
WILLJIMFL1,2016-04-07,NOCA,8
WILLJIMFL1,2017-04-14,CACH,3
WILLJIMFL1,2017-04-14,CARW,6
WILLJIMFL1,2017-04-14,NOCA,13
WILLJIMFL1,2017-04-14,TUTI,8
WILLJIMFL1,2017-04-14,NOMO,1
WILLJUDMA1,2016-06-16,AMRO,1
WILLJUDMA1,2016-06-16,BCCH,6
WILLJUDMA1,2016-06-16,GRCA,1
WILLJUDMA1,2016-06-16,SOSP,1
WILLMARGA1,2017-06-13,BRTH,3
WILLMARGA1,2017-06-13,CARW,7
WILLMARGA1,2017-06-13,SOSP,2
WILLMARGA1,2017-06-13,AMRO,8
WILLMARGA1,2017-06-13,NOCA,9
WILLMARGA1,2017-06-13,CACH,6
WILLMARGA1,2017-06-13,TUTI,6
WILLMARVA1,2016-07-22,AMRO,4
WILLMARVA1,2016-07-22,CARW,3
WILLMARVA1,2016-07-22,GRCA,4
WILLMARVA1,2016-07-22,HOWR,2
WILLMARVA1,2016-07-22,NOCA,5
WILLMARVA1,2017-06-21,AMRO,12
WILLMARVA1,2017-06-21,NOCA,12
WILLMARVA1,2017-06-21,CARW,2
WILLMARVA1,2017-06-21,HOWR,6
WILLMARVA1,2017-06-21,GRCA,9
WILLMARVA1,2017-06-21,SOSP,2
WILLNAHFL1,2017-05-30,CARW,4
WILLNAHFL1,2017-05-30,NOCA,12
WILLRAJMD1,2016-05-07,AMRO,13
WILLRAJMD1,2016-05-07,CACH,1
WILLRAJMD1,2016-05-07,CARW,1
WILLRAJMD1,2016-05-07,GRCA,19
WILLRAJMD1,2016-05-07,HOWR,3
WILLRAJMD1,2016-05-07,NOCA,6
WILLRAJMD1,2016-05-07,SOSP,14
WILLRAJMD1,2017-06-28,SOSP,22
WILLRAJMD1,2017-06-28,AMRO,27
WILLRAJMD1,2017-06-28,CACH,3
WILLRAJMD1,2017-06-28,CARW,4
WILLRAJMD1,2017-06-28,GRCA,15
WILLRAJMD1,2017-06-28,HOWR,4
WILLRAJMD1,2017-06-28,NOCA,5
WILLTERMD1,2017-07-11,AMRO,9
WILLTERMD1,2017-07-11,CACH,0
WILLTERMD1,2017-07-11,CARW,9
WILLTERMD1,2017-07-11,GRCA,2
WILLTERMD1,2017-07-11,HOWR,0
WILLTERMD1,2017-07-11,NOCA,3
WILLTERMD1,2017-07-11,SOSP,2
WILLTERMD1,2016-06-07,AMRO,1
WILLTERMD1,2016-06-07,CACH,2
WILLTERMD1,2016-06-07,CARW,1
WILLTERMD1,2016-06-07,GRCA,0
WILLTERMD1,2016-06-07,HOWR,0
WILLTERMD1,2016-06-07,NOCA,8
WILLTERMD1,2016-06-07,SOSP,0
WILLTINVA1,2017-07-13,AMRO,2
WILLTINVA1,2017-07-13,CACH,1
WILLTINVA1,2017-07-13,CARW,2
WILLTINVA1,2017-07-13,GRCA,1
WILLTINVA1,2017-07-13,HOWR,0
WILLTINVA1,2017-07-13,NOCA,6
WILLTINVA1,2017-07-13,SOSP,0
WILLTINVA1,2016-07-15,AMRO,0
WILLTINVA1,2016-07-15,CACH,1
WILLTINVA1,2016-07-15,CARW,2
WILLTINVA1,2016-07-15,GRCA,2
WILLTINVA1,2016-07-15,HOWR,0
WILLTINVA1,2016-07-15,NOCA,6
WILLTINVA1,2016-07-15,SOSP,1
WINSEMIGA1,2017-04-28,NOCA,16
WINSEMIGA1,2017-04-28,AMRO,6
WINSEMIGA1,2017-04-28,NOMO,1
WINSEMIGA1,2017-04-28,SOSP,6
WINSEMIGA1,2017-04-28,BRTH,2
WINSEMIGA1,2017-04-28,CACH,2
WINTCHAFL1,2016-04-22,CACH,1
WINTCHAFL1,2016-04-22,CARW,3
WINTCHAFL1,2016-04-22,NOCA,11
WINTCHAFL1,2017-03-29,NOMO,5
WINTCHAFL1,2017-03-29,NOCA,13
WINTCHAFL1,2017-03-29,TUTI,2
WINTCHAFL1,2017-03-29,CARW,5
WINTCHAFL1,2017-03-29,CACH,3
WIRZCARMA1,2017-08-10,CARW,1
WIRZCARMA1,2017-08-10,GRCA,2
WIRZCARMA1,2017-08-10,NOCA,2
WISECELMD1,2017-07-08,AMRO,7
WISECELMD1,2017-07-08,CACH,2
WISECELMD1,2017-07-08,CARW,6
WISECELMD1,2017-07-08,GRCA,5
WISECELMD1,2017-07-08,HOWR,3
WISECELMD1,2017-07-08,NOCA,1
WISECELMD1,2017-07-08,SOSP,0
WISECELMD1,2016-06-20,AMRO,13
WISECELMD1,2016-06-20,NOMO,0
WISECELMD1,2016-06-20,GRCA,3
WISECELMD1,2016-06-20,NOCA,7
WISECELMD1,2016-06-20,SOSP,1
WISECELMD1,2016-06-20,CARW,3
WISECELMD1,2016-06-20,CACH,3
WISECELMD1,2016-06-20,HOWR,2
WISECELMD1,2016-06-20,TUTI,1
WISSDAMPA1,2017-06-13,AMRO,6
WISSDAMPA1,2017-06-13,NOCA,3
WISSDAMPA1,2017-06-13,SOSP,1
WISSSTEGA1,2016-04-21,BRTH,1
WISSSTEGA1,2016-04-21,NOMO,3
WISSSTEGA1,2017-04-13,SOSP,7
WISSSTEGA1,2017-04-13,NOMO,6
WISSSTEGA1,2017-04-13,CARW,1
WISSSTEGA1,2017-04-13,AMRO,5
WISSSTEGA1,2017-04-13,BRTH,1
WISSSTEGA1,2017-04-13,NOCA,1
WOLFAMYDC1,2016-07-12,AMRO,6
WOLFAMYDC1,2016-07-12,GRCA,3
WOLFAMYDC1,2016-07-12,NOCA,4
WOLFAMYDC1,2016-07-12,SOSP,0
WOLFAMYDC1,2017-06-19,AMRO,2
WOLFAMYDC1,2017-06-19,CARW,0
WOLFAMYDC1,2017-06-19,GRCA,5
WOLFAMYDC1,2017-06-19,NOCA,0
WOLFAMYDC1,2017-06-19,SOSP,0
WOLFKARDC1,2017-07-15,AMRO,4
WOLFKARDC1,2017-07-15,CACH,0
WOLFKARDC1,2017-07-15,CARW,3
WOLFKARDC1,2017-07-15,GRCA,17
WOLFKARDC1,2017-07-15,NOCA,5
WOLFKARDC1,2017-07-15,NOMO,0
WOLFKARDC1,2017-07-15,SOSP,3
WOLFMARNC1,2016-04-20,CACH,5
WOLFMARNC1,2016-04-20,CARW,3
WOLFMARNC1,2017-05-11,CARW,9
WOLFMARNC1,2017-05-11,CACH,8
WOLFMELPA1,2017-06-06,NOCA,5
WOLFMELPA1,2017-06-06,GRCA,4
WOLFMELPA1,2017-06-06,BCCH,4
WOLFMELPA1,2017-06-06,HOWR,2
WOLFMELPA1,2017-06-06,SOSP,10
WOODELEVA1,2016-06-16,AMRO,3
WOODELEVA1,2016-06-16,CACH,2
WOODELEVA1,2016-06-16,HOWR,0
WOODELEVA1,2016-06-16,GRCA,4
WOODELEVA1,2016-06-16,CARW,1
WOODELEVA1,2016-06-16,SOSP,1
WOODELEVA1,2016-06-16,NOMO,0
WOODELEVA1,2016-06-16,TUTI,0
WOODELEVA1,2017-06-01,AMRO,10
WOODELEVA1,2017-06-01,CACH,2
WOODELEVA1,2017-06-01,CARW,1
WOODELEVA1,2017-06-01,NOCA,7
WOODELEVA1,2017-06-01,SOSP,7
WOODPAUVA1,2016-07-11,AMRO,4
WOODPAUVA1,2016-07-11,CACH,0
WOODPAUVA1,2016-07-11,CARW,0
WOODPAUVA1,2016-07-11,GRCA,4
WOODPAUVA1,2016-07-11,HOWR,0
WOODPAUVA1,2016-07-11,NOCA,3
WOODPAUVA1,2016-07-11,SOSP,4
WOODPAUVA1,2017-06-08,AMRO,6
WOODPAUVA1,2017-06-08,CACH,0
WOODPAUVA1,2017-06-08,CARW,2
WOODPAUVA1,2017-06-08,GRCA,10
WOODPAUVA1,2017-06-08,HOWR,1
WOODPAUVA1,2017-06-08,NOCA,7
WOODPAUVA1,2017-06-08,SOSP,10
WOUKKARNC1,2016-06-09,CACH,3
WOUKKARNC1,2016-06-09,NOCA,4
WOUKKARNC1,2017-06-01,CACH,7
WOUKKARNC1,2017-06-01,NOCA,10
WOUKKARNC1,2017-06-01,CARW,5
YEANDAVPA1,2017-07-28,AMRO,7
YEANDAVPA1,2017-07-28,CARW,4
YEANDAVPA1,2017-07-28,BCCH,1
YEANDAVPA1,2017-07-28,NOCA,2
YEANDAVPA1,2017-07-28,GRCA,1
YOUNELIMD1,2017-07-10,AMRO,8
YOUNELIMD1,2017-07-10,CACH,1
YOUNELIMD1,2017-07-10,CARW,2
YOUNELIMD1,2017-07-10,GRCA,8
YOUNELIMD1,2017-07-10,HOWR,2
YOUNELIMD1,2017-07-10,NOCA,4
YOUNELIMD1,2017-07-10,NOMO,2
YOUNELIMD1,2017-07-10,SOSP,1
YOUNELIMD1,2016-07-01,AMRO,9
YOUNELIMD1,2016-07-01,CACH,1
YOUNELIMD1,2016-07-01,GRCA,7
YOUNELIMD1,2016-07-01,NOCA,6
YOUNELIMD1,2016-07-01,SOSP,5
YOUNELIMD1,2016-07-01,CARW,1
YOUNKIMVA1,2016-07-10,GRCA,2
YOUNKIMVA1,2016-07-10,NOCA,6
YOUNKIMVA1,2016-07-10,TUTI,2
YOUNKIMVA1,2016-07-10,CACH,1
YOUNKIMVA1,2016-07-10,CARW,2
YOUNKIMVA1,2016-07-10,HOWR,1
YOUNKIMVA1,2016-07-10,SOSP,1
YOUNLINMA1,2016-07-08,AMRO,4
YOUNLINMA1,2016-07-08,BCCH,3
YOUNLINMA1,2016-07-08,GRCA,3
YOUNLINMA1,2016-07-08,HOWR,2
YOUNLINMA1,2016-07-08,NOCA,4
ZAMBTRAMD1,2017-06-29,AMRO,17
ZAMBTRAMD1,2017-06-29,CACH,3
ZAMBTRAMD1,2017-06-29,CARW,1
ZAMBTRAMD1,2017-06-29,GRCA,8
ZAMBTRAMD1,2017-06-29,HOWR,0
ZAMBTRAMD1,2017-06-29,NOCA,13
ZAMBTRAMD1,2017-06-29,SOSP,12
ZEMKSYDVA1,2017-07-08,NOCA,12
ZEMKSYDVA1,2017-07-08,SOSP,1
ZEMKSYDVA1,2017-07-08,CARW,9
ZEMKSYDVA1,2017-07-08,GRCA,7
ZEMKSYDVA1,2017-07-08,HOWR,3
ZEMKSYDVA1,2016-07-16,CARW,1
ZEMKSYDVA1,2016-07-16,HOWR,1
ZEMKSYDVA1,2016-07-16,SOSP,1
ZEPKJANMA1,2017-07-17,AMRO,8
ZEPKJANMA1,2017-07-17,GRCA,2
ZEPKJANMA1,2017-07-17,HOWR,1
ZEPKJANMA1,2017-07-17,NOCA,3
ZEPKJANMA1,2016-07-14,AMRO,7
ZEPKJANMA1,2016-07-14,BCCH,2
ZEPKJANMA1,2016-07-14,CARW,2
ZEPKJANMA1,2016-07-14,GRCA,5
ZEPKJANMA1,2016-07-14,HOWR,0
ZEPKJANMA1,2016-07-14,NOCA,3
ZEPKJANMA1,2016-07-14,SOSP,2
ZIMMBOBMA1,2016-07-28,AMRO,0
ZIMMBOBMA1,2016-07-28,EAPH,2
ZIMMBOBMA1,2016-07-28,GRCA,1
ZIMMBOBMA1,2016-07-28,HOWR,0
ZIMMBOBMA1,2016-07-28,NOCA,2
ZIMMBOBMA1,2016-07-28,NOMO,0
AAROJESFL1,2016-04-21,CARW,3
AAROJESFL1,2016-04-21,NOCA,10
AAROJESFL1,2017-04-22,CARW,7
AAROJESFL1,2017-04-22,NOCA,14
AAROJESFL1,2017-04-22,TUTI,4
ADAMVICFL1,2016-05-17,CACH,2
ADAMVICFL1,2016-05-17,CARW,6
ADAMVICFL1,2016-05-17,NOCA,9
ADAMVICFL1,2017-05-08,CACH,10
ADAMVICFL1,2017-05-08,CARW,6
ADAMVICFL1,2017-05-08,NOCA,12
ADAMVICFL1,2017-05-08,NOMO,2
ADAMVICFL1,2017-05-08,TUTI,3
AKREMICMA2,2017-07-15,BCCH,6
AKREMICMA2,2017-07-15,HOWR,1
AKREMICMA2,2017-07-15,GRCA,3
ALCACHLPA1,2016-07-19,SOSP,3
ALCACHLPA1,2016-07-19,NOCA,1
ALCOKENGA1,2016-06-11,SOSP,2
ALCOKENGA1,2016-06-11,AMRO,2
ALCOKENGA1,2017-04-22,GRCA,1
ALCOKENGA1,2017-04-22,NOMO,4
ALCOKENGA1,2017-04-22,AMRO,4
ALCOKENGA1,2017-04-22,SOSP,4
ALCOKENGA1,2017-04-22,NOCA,6
ALCOKENGA1,2017-04-22,BRTH,2
ALEXROBPA1,2017-06-02,AMRO,24
ALEXROBPA1,2017-06-02,GRCA,5
ALEXROBPA1,2017-06-02,NOCA,5
ALEXROBPA1,2017-06-02,SOSP,5
ALLERILGA1,2016-04-20,NOCA,10
ALLERILGA1,2017-05-26,GRCA,2
ALLERILGA1,2017-05-26,BRTH,4
ALLERILGA1,2017-05-26,TUTI,3
ALLERILGA1,2017-05-26,AMRO,6
ALLERILGA1,2017-05-26,CARW,3
ALLERILGA1,2017-05-26,NOCA,12
ALLERILGA1,2017-05-26,NOMO,13
ALLERILGA1,2017-05-26,CACH,5
AMANDRUPA1,2017-06-23,CARW,1
AMANDRUPA1,2017-06-23,NOCA,4
AMANDRUPA1,2017-06-23,SOSP,5
ANDRJENFL1,2016-03-29,CARW,3
ANDRJENFL1,2016-03-29,NOCA,3
ANDRJENFL1,2016-03-29,NOMO,2
